"Implicit narrowing conversion in compound assignment"	"Compound assignment statements (for example 'intvar += longvar') that implicitly cast a value of a wider type to a narrower type may result in information loss and numeric errors such as overflows."	"warning"	"Implicit cast of source type long to narrower destination type int."	"/app/src/main/java/org/signal/glide/common/io/StreamReader.java"	"51"	"9"	"51"	"23"
"Implicit narrowing conversion in compound assignment"	"Compound assignment statements (for example 'intvar += longvar') that implicitly cast a value of a wider type to a narrower type may result in information loss and numeric errors such as overflows."	"warning"	"Implicit cast of source type long to narrower destination type int."	"/app/src/main/java/org/thoughtcrime/securesms/backup/FullBackupExporter.java"	"155"	"7"	"155"	"60"
"Implicit narrowing conversion in compound assignment"	"Compound assignment statements (for example 'intvar += longvar') that implicitly cast a value of a wider type to a narrower type may result in information loss and numeric errors such as overflows."	"warning"	"Implicit cast of source type long to narrower destination type int."	"/app/src/main/java/org/thoughtcrime/securesms/jobs/MmsSendJob.java"	"280"	"7"	"280"	"31"
"Implicit narrowing conversion in compound assignment"	"Compound assignment statements (for example 'intvar += longvar') that implicitly cast a value of a wider type to a narrower type may result in information loss and numeric errors such as overflows."	"warning"	"Implicit cast of source type long to narrower destination type int."	"/app/src/main/java/org/thoughtcrime/securesms/jobs/MmsSendJob.java"	"311"	"9"	"311"	"33"
"Uncontrolled data used in path expression"	"Accessing paths influenced by users can allow an attacker to access unexpected resources."	"error"	"This path depends on a [[""user-provided value""|""relative:///app/src/main/java/org/thoughtcrime/securesms/conversation/ConversationParentFragment.java:673:67:673:77""]]."	"/app/src/main/java/org/thoughtcrime/securesms/providers/BlobProvider.java"	"158"	"28"	"158"	"96"
"Uncontrolled data used in path expression"	"Accessing paths influenced by users can allow an attacker to access unexpected resources."	"error"	"This path depends on a [[""user-provided value""|""relative:///app/src/main/java/org/thoughtcrime/securesms/conversation/ConversationParentFragment.java:673:67:673:77""]]."	"/app/src/main/java/org/thoughtcrime/securesms/util/storage/FileStorage.java"	"54"	"22"	"54"	"50"
"Using a static initialization vector for encryption"	"An initialization vector (IV) used for ciphers of certain modes (such as CBC or GCM) should be unique and unpredictable, to maximize encryption and prevent dictionary attacks."	"warning"	"A [[""static initialization vector""|""relative:///app/src/main/java/org/thoughtcrime/securesms/crypto/ModernEncryptingPartOutputStream.java:42:43:42:54""]] should not be used for encryption."	"/app/src/main/java/org/thoughtcrime/securesms/crypto/ModernEncryptingPartOutputStream.java"	"46"	"71"	"46"	"93"
"Using a static initialization vector for encryption"	"An initialization vector (IV) used for ciphers of certain modes (such as CBC or GCM) should be unique and unpredictable, to maximize encryption and prevent dictionary attacks."	"warning"	"A [[""static initialization vector""|""relative:///app/src/main/java/org/thoughtcrime/securesms/database/loaders/DeviceListLoader.java:107:95:107:106""]] should not be used for encryption."	"/app/src/main/java/org/thoughtcrime/securesms/database/loaders/DeviceListLoader.java"	"107"	"75"	"107"	"107"
"Using a static initialization vector for encryption"	"An initialization vector (IV) used for ciphers of certain modes (such as CBC or GCM) should be unique and unpredictable, to maximize encryption and prevent dictionary attacks."	"warning"	"A [[""static initialization vector""|""relative:///app/src/main/java/org/thoughtcrime/securesms/glide/cache/EncryptedCoder.java:43:43:43:54""]] should not be used for encryption."	"/app/src/main/java/org/thoughtcrime/securesms/glide/cache/EncryptedCoder.java"	"47"	"71"	"47"	"93"
"Using a static initialization vector for encryption"	"An initialization vector (IV) used for ciphers of certain modes (such as CBC or GCM) should be unique and unpredictable, to maximize encryption and prevent dictionary attacks."	"warning"	"A [[""static initialization vector""|""relative:///app/src/main/java/org/thoughtcrime/securesms/glide/cache/EncryptedCoder.java:78:20:78:31""]] should not be used for encryption."	"/app/src/main/java/org/thoughtcrime/securesms/glide/cache/EncryptedCoder.java"	"82"	"71"	"82"	"93"
"Using a static initialization vector for encryption"	"An initialization vector (IV) used for ciphers of certain modes (such as CBC or GCM) should be unique and unpredictable, to maximize encryption and prevent dictionary attacks."	"warning"	"A [[""static initialization vector""|""relative:///libsignal/service/src/main/java/org/whispersystems/signalservice/api/crypto/AttachmentCipherInputStream.java:176:25:176:47""]] should not be used for encryption.  A [[""static initialization vector""|""relative:///libsignal/service/src/main/java/org/whispersystems/signalservice/api/crypto/AttachmentCipherInputStream.java:222:32:222:50""]] should not be used for encryption."	"/core-util/src/main/java/org/signal/core/util/logging/LogFile.java"	"125"	"78"	"125"	"106"
"Using a static initialization vector for encryption"	"An initialization vector (IV) used for ciphers of certain modes (such as CBC or GCM) should be unique and unpredictable, to maximize encryption and prevent dictionary attacks."	"warning"	"A [[""static initialization vector""|""relative:///libsignal/service/src/main/java/org/whispersystems/signalservice/api/crypto/UnidentifiedAccess.java:42:31:42:42""]] should not be used for encryption."	"/libsignal/service/src/main/java/org/whispersystems/signalservice/api/crypto/UnidentifiedAccess.java"	"46"	"90"	"46"	"121"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""SHA1""|""relative:///app/src/main/java/org/thoughtcrime/securesms/conversation/ConversationAdapter.java:604:40:604:45""]] is weak and should not be used."	"/app/src/main/java/org/thoughtcrime/securesms/conversation/ConversationAdapter.java"	"604"	"14"	"604"	"46"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""HmacSHA1""|""relative:///app/src/main/java/org/thoughtcrime/securesms/crypto/AsymmetricMasterCipher.java:118:43:118:52""]] is weak and should not be used."	"/app/src/main/java/org/thoughtcrime/securesms/crypto/AsymmetricMasterCipher.java"	"118"	"12"	"118"	"53"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""AES/CBC/PKCS5Padding""|""relative:///app/src/main/java/org/thoughtcrime/securesms/crypto/ClassicDecryptingPartInputStream.java:62:51:62:72""]] is weak and should not be used."	"/app/src/main/java/org/thoughtcrime/securesms/crypto/ClassicDecryptingPartInputStream.java"	"62"	"32"	"62"	"73"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""HmacSHA1""|""relative:///app/src/main/java/org/thoughtcrime/securesms/crypto/ClassicDecryptingPartInputStream.java:73:103:73:112""]] is weak and should not be used."	"/app/src/main/java/org/thoughtcrime/securesms/crypto/ClassicDecryptingPartInputStream.java"	"73"	"48"	"73"	"113"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""AES/CBC/PKCS5Padding""|""relative:///app/src/main/java/org/thoughtcrime/securesms/crypto/MasterCipher.java:68:50:68:71""]] is weak and should not be used."	"/app/src/main/java/org/thoughtcrime/securesms/crypto/MasterCipher.java"	"68"	"31"	"68"	"72"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""AES/CBC/PKCS5Padding""|""relative:///app/src/main/java/org/thoughtcrime/securesms/crypto/MasterCipher.java:69:50:69:71""]] is weak and should not be used."	"/app/src/main/java/org/thoughtcrime/securesms/crypto/MasterCipher.java"	"69"	"31"	"69"	"72"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""HmacSHA1""|""relative:///app/src/main/java/org/thoughtcrime/securesms/crypto/MasterSecret.java:72:57:72:66""]] is weak and should not be used."	"/app/src/main/java/org/thoughtcrime/securesms/crypto/MasterSecret.java"	"72"	"26"	"72"	"67"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""HmacSHA1""|""relative:///app/src/main/java/org/thoughtcrime/securesms/crypto/MasterSecretUtil.java:121:60:121:69""]] is weak and should not be used."	"/app/src/main/java/org/thoughtcrime/securesms/crypto/MasterSecretUtil.java"	"121"	"31"	"121"	"70"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""HmacSHA1""|""relative:///app/src/main/java/org/thoughtcrime/securesms/crypto/MasterSecretUtil.java:189:60:189:69""]] is weak and should not be used."	"/app/src/main/java/org/thoughtcrime/securesms/crypto/MasterSecretUtil.java"	"189"	"31"	"189"	"70"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""HmacSHA1""|""relative:///app/src/main/java/org/thoughtcrime/securesms/crypto/MasterSecretUtil.java:264:57:264:66""]] is weak and should not be used."	"/app/src/main/java/org/thoughtcrime/securesms/crypto/MasterSecretUtil.java"	"264"	"32"	"264"	"67"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""HmacSHA1""|""relative:///app/src/main/java/org/thoughtcrime/securesms/crypto/MasterSecretUtil.java:343:55:343:64""]] is weak and should not be used."	"/app/src/main/java/org/thoughtcrime/securesms/crypto/MasterSecretUtil.java"	"343"	"29"	"343"	"65"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""AES/CBC/PKCS5Padding""|""relative:///core-util/src/main/java/org/signal/core/util/logging/LogFile.java:46:42:46:63""]] is weak and should not be used."	"/core-util/src/main/java/org/signal/core/util/logging/LogFile.java"	"46"	"23"	"46"	"64"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""AES/CBC/PKCS5Padding""|""relative:///core-util/src/main/java/org/signal/core/util/logging/LogFile.java:97:42:97:63""]] is weak and should not be used."	"/core-util/src/main/java/org/signal/core/util/logging/LogFile.java"	"97"	"23"	"97"	"64"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""SHA1""|""relative:///libsignal/service/src/main/java/org/whispersystems/signalservice/api/SignalServiceAccountManager.java:916:57:916:62""]] is weak and should not be used."	"/libsignal/service/src/main/java/org/whispersystems/signalservice/api/SignalServiceAccountManager.java"	"916"	"31"	"916"	"63"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""AES/CBC/PKCS5Padding""|""relative:///libsignal/service/src/main/java/org/whispersystems/signalservice/api/crypto/AttachmentCipherInputStream.java:122:40:122:61""]] is weak and should not be used."	"/libsignal/service/src/main/java/org/whispersystems/signalservice/api/crypto/AttachmentCipherInputStream.java"	"122"	"21"	"122"	"62"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""AES/CBC/PKCS5Padding""|""relative:///libsignal/service/src/main/java/org/whispersystems/signalservice/api/crypto/AttachmentCipherOutputStream.java:105:33:105:54""]] is weak and should not be used."	"/libsignal/service/src/main/java/org/whispersystems/signalservice/api/crypto/AttachmentCipherOutputStream.java"	"105"	"14"	"105"	"55"
"Use of a broken or risky cryptographic algorithm"	"Using broken or weak cryptographic algorithms can allow an attacker to compromise security."	"warning"	"Cryptographic algorithm [[""AES/CBC/PKCS5Padding""|""relative:///libsignal/service/src/main/java/org/whispersystems/signalservice/internal/crypto/PrimaryProvisioningCipher.java:61:42:61:63""]] is weak and should not be used."	"/libsignal/service/src/main/java/org/whispersystems/signalservice/internal/crypto/PrimaryProvisioningCipher.java"	"61"	"23"	"61"	"64"
"Uncontrolled data used in content resolution"	"Resolving externally-provided content URIs without validation can allow an attacker to access unexpected resources."	"warning"	"This ContentResolver method that resolves a URI depends on a [[""user-provided value""|""relative:///app/src/main/java/org/thoughtcrime/securesms/logsubmit/SubmitDebugLogActivity.java:157:68:157:88""]]."	"/app/src/main/java/org/thoughtcrime/securesms/logsubmit/SubmitDebugLogRepository.java"	"135"	"109"	"135"	"111"
"Uncontrolled data used in content resolution"	"Resolving externally-provided content URIs without validation can allow an attacker to access unexpected resources."	"warning"	"This ContentResolver method that resolves a URI depends on a [[""user-provided value""|""relative:///app/src/main/java/org/thoughtcrime/securesms/conversation/ConversationParentFragment.java:673:67:673:77""]]."	"/app/src/main/java/org/thoughtcrime/securesms/mms/PartAuthority.java"	"81"	"83"	"81"	"85"
"Polynomial regular expression used on uncontrolled data"	"A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks."	"warning"	"This [[""regular expression""|""relative:///app/src/main/java/org/thoughtcrime/securesms/stickers/StickerUrl.java:22:129:22:130""]] that depends on a [[""user-provided value""|""relative:///app/src/main/java/org/thoughtcrime/securesms/stickers/StickerPackPreviewActivity.java:87:80:87:90""]] may run slow on strings starting with 'https://signal.art/addstickers/#pack_id=&pack_key=' and with many repetitions of '&pack_key=a'."	"/app/src/main/java/org/thoughtcrime/securesms/stickers/StickerUrl.java"	"54"	"51"	"54"	"53"
"Polynomial regular expression used on uncontrolled data"	"A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks."	"warning"	"This [[""regular expression""|""relative:///app/src/main/java/org/thoughtcrime/securesms/util/SignalProxyUtil.java:35:78:35:79""]] that depends on a [[""user-provided value""|""relative:///app/src/main/java/org/thoughtcrime/securesms/preferences/EditProxyFragment.java:187:19:187:37""]] may run slow on strings with many repetitions of '9'.  This [[""regular expression""|""relative:///app/src/main/java/org/thoughtcrime/securesms/util/SignalProxyUtil.java:35:78:35:79""]] that depends on a [[""user-provided value""|""relative:///app/src/main/java/org/thoughtcrime/securesms/preferences/EditProxyFragment.java:212:73:212:91""]] may run slow on strings with many repetitions of '9'."	"/app/src/main/java/org/thoughtcrime/securesms/util/SignalProxyUtil.java"	"131"	"44"	"131"	"47"
"Polynomial regular expression used on uncontrolled data"	"A regular expression that can require polynomial time to match may be vulnerable to denial-of-service attacks."	"warning"	"This [[""regular expression""|""relative:///app/src/main/java/org/thoughtcrime/securesms/util/SignalProxyUtil.java:35:78:35:79""]] that depends on a [[""user-provided value""|""relative:///app/src/main/java/org/thoughtcrime/securesms/preferences/EditProxyFragment.java:196:52:196:70""]] may run slow on strings with many repetitions of '9'."	"/app/src/main/java/org/thoughtcrime/securesms/util/SignalProxyUtil.java"	"149"	"44"	"149"	"47"
"Inefficient regular expression"	"A regular expression that requires exponential time to match certain inputs can be a performance bottleneck, and may be vulnerable to denial-of-service attacks."	"error"	"This part of the regular expression may cause exponential backtracking on strings containing many repetitions of '♀‍'."	"/app/src/main/java/org/thoughtcrime/securesms/components/emoji/EmojiUtil.java"	"20"	"1177"	"20"	"1190"
"Inefficient regular expression"	"A regular expression that requires exponential time to match certain inputs can be a performance bottleneck, and may be vulnerable to denial-of-service attacks."	"error"	"This part of the regular expression may cause exponential backtracking on strings containing many repetitions of '©'."	"/app/src/main/java/org/thoughtcrime/securesms/components/emoji/EmojiUtil.java"	"20"	"69"	"20"	"1246"
"Inefficient regular expression"	"A regular expression that requires exponential time to match certain inputs can be a performance bottleneck, and may be vulnerable to denial-of-service attacks."	"error"	"This part of the regular expression may cause exponential backtracking on strings containing many repetitions of '⃠a'."	"/app/src/main/java/org/thoughtcrime/securesms/components/emoji/EmojiUtil.java"	"20"	"1224"	"20"	"1244"
"Improper verification of intent by broadcast receiver"	"A broadcast receiver that does not verify intents it receives may be susceptible to unintended behavior by third party applications sending it explicit intents."	"warning"	"This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifest/playProdRelease/AndroidManifest.xml:1044:9:1051:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifest/playProdRelease/AndroidManifest.xml:1049:17:1049:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/arm64-v8a/AndroidManifest.xml:1044:9:1051:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/arm64-v8a/AndroidManifest.xml:1049:17:1049:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/armeabi-v7a/AndroidManifest.xml:1044:9:1051:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/armeabi-v7a/AndroidManifest.xml:1049:17:1049:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/universal/AndroidManifest.xml:1044:9:1051:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/universal/AndroidManifest.xml:1049:17:1049:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/x86/AndroidManifest.xml:1044:9:1051:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/x86/AndroidManifest.xml:1049:17:1049:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/x86_64/AndroidManifest.xml:1044:9:1051:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/x86_64/AndroidManifest.xml:1049:17:1049:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/arm64-v8a/AndroidManifest.xml:1044:9:1051:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/arm64-v8a/AndroidManifest.xml:1049:17:1049:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/armeabi-v7a/AndroidManifest.xml:1044:9:1051:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/armeabi-v7a/AndroidManifest.xml:1049:17:1049:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/universal/AndroidManifest.xml:1044:9:1051:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/universal/AndroidManifest.xml:1049:17:1049:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/x86/AndroidManifest.xml:1044:9:1051:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/x86/AndroidManifest.xml:1049:17:1049:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/x86_64/AndroidManifest.xml:1044:9:1051:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/x86_64/AndroidManifest.xml:1049:17:1049:79""]]."	"/app/src/main/java/org/thoughtcrime/securesms/jobmanager/BootReceiver.java"	"14"	"15"	"14"	"23"
"Improper verification of intent by broadcast receiver"	"A broadcast receiver that does not verify intents it receives may be susceptible to unintended behavior by third party applications sending it explicit intents."	"warning"	"This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifest/playProdRelease/AndroidManifest.xml:1002:9:1008:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifest/playProdRelease/AndroidManifest.xml:1006:17:1006:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/arm64-v8a/AndroidManifest.xml:1002:9:1008:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/arm64-v8a/AndroidManifest.xml:1006:17:1006:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/armeabi-v7a/AndroidManifest.xml:1002:9:1008:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/armeabi-v7a/AndroidManifest.xml:1006:17:1006:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/universal/AndroidManifest.xml:1002:9:1008:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/universal/AndroidManifest.xml:1006:17:1006:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/x86/AndroidManifest.xml:1002:9:1008:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/x86/AndroidManifest.xml:1006:17:1006:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/x86_64/AndroidManifest.xml:1002:9:1008:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/x86_64/AndroidManifest.xml:1006:17:1006:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/arm64-v8a/AndroidManifest.xml:1002:9:1008:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/arm64-v8a/AndroidManifest.xml:1006:17:1006:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/armeabi-v7a/AndroidManifest.xml:1002:9:1008:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/armeabi-v7a/AndroidManifest.xml:1006:17:1006:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/universal/AndroidManifest.xml:1002:9:1008:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/universal/AndroidManifest.xml:1006:17:1006:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/x86/AndroidManifest.xml:1002:9:1008:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/x86/AndroidManifest.xml:1006:17:1006:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/x86_64/AndroidManifest.xml:1002:9:1008:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/x86_64/AndroidManifest.xml:1006:17:1006:79""]]."	"/app/src/main/java/org/thoughtcrime/securesms/notifications/LocaleChangedReceiver.java"	"12"	"15"	"12"	"23"
"Improper verification of intent by broadcast receiver"	"A broadcast receiver that does not verify intents it receives may be susceptible to unintended behavior by third party applications sending it explicit intents."	"warning"	"This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifest/playProdRelease/AndroidManifest.xml:948:9:955:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifest/playProdRelease/AndroidManifest.xml:952:17:952:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/arm64-v8a/AndroidManifest.xml:948:9:955:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/arm64-v8a/AndroidManifest.xml:952:17:952:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/armeabi-v7a/AndroidManifest.xml:948:9:955:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/armeabi-v7a/AndroidManifest.xml:952:17:952:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/universal/AndroidManifest.xml:948:9:955:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/universal/AndroidManifest.xml:952:17:952:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/x86/AndroidManifest.xml:948:9:955:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/x86/AndroidManifest.xml:952:17:952:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/x86_64/AndroidManifest.xml:948:9:955:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/merged_manifests/playProdRelease/x86_64/AndroidManifest.xml:952:17:952:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/arm64-v8a/AndroidManifest.xml:948:9:955:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/arm64-v8a/AndroidManifest.xml:952:17:952:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/armeabi-v7a/AndroidManifest.xml:948:9:955:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/armeabi-v7a/AndroidManifest.xml:952:17:952:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/universal/AndroidManifest.xml:948:9:955:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/universal/AndroidManifest.xml:952:17:952:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/x86/AndroidManifest.xml:948:9:955:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/x86/AndroidManifest.xml:952:17:952:79""]].  This reciever doesn't verify intents it receives, and [[""it is registered""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/x86_64/AndroidManifest.xml:948:9:955:20""]] to receive [[""the system action action""|""relative:///app/build/intermediates/packaged_manifests/playProdRelease/x86_64/AndroidManifest.xml:952:17:952:79""]]."	"/app/src/main/java/org/thoughtcrime/securesms/service/BootReceiver.java"	"13"	"15"	"13"	"23"
"Use of implicit PendingIntents"	"Sending an implicit and mutable 'PendingIntent' to an unspecified third party component may provide an attacker with access to internal components of the application or cause other unintended effects."	"error"	"[[""An implicit Intent is created""|""relative:///app/src/main/java/org/thoughtcrime/securesms/service/UpdateApkReadyListener.java:61:21:61:61""]] and sent to an unspecified third party through a PendingIntent."	"/app/src/main/java/org/thoughtcrime/securesms/service/UpdateApkReadyListener.java"	"78"	"61"	"78"	"72"
"Use of implicit PendingIntents"	"Sending an implicit and mutable 'PendingIntent' to an unspecified third party component may provide an attacker with access to internal components of the application or cause other unintended effects."	"error"	"[[""An implicit Intent is created""|""relative:///app/src/main/java/org/thoughtcrime/securesms/util/AlarmSleepTimer.java:77:43:77:60""]] and sent to an unspecified third party through a PendingIntent."	"/app/src/main/java/org/thoughtcrime/securesms/util/AlarmSleepTimer.java"	"86"	"54"	"86"	"66"
"Use of implicit PendingIntents"	"Sending an implicit and mutable 'PendingIntent' to an unspecified third party component may provide an attacker with access to internal components of the application or cause other unintended effects."	"error"	"[[""An implicit Intent is created""|""relative:///app/src/main/java/org/thoughtcrime/securesms/util/AlarmSleepTimer.java:77:43:77:60""]] and sent to an unspecified third party through a PendingIntent."	"/app/src/main/java/org/thoughtcrime/securesms/util/AlarmSleepTimer.java"	"91"	"43"	"91"	"55"
